,Title,Keywords,Actual category,Predicted_Categories
161,"['Accurate determination of microbial diversity from 454 pyrosequencing data.', '19668203']","['acid', 'hormone', 'hormones', 'morphological', 'mutant', 'plant']",dna-sequence-databases,"['dna-sequence-databases', 'genome-annotation2', 'information-extraction', 'peptide-databases', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases', 'whole-genome-resequencing']"
162,"['Development of a strategy and computational application to select candidate protein analogues with reduced HLA binding and immunogenicity.', '28833085']","['character', 'circular', 'conclude', 'distance', 'method', 'neighbor', 'network', 'preferred', 'salmonella', 'set', 'split', 'splits', 'weighted']",phylogenetics-and-phylogenomics,"['gene-expression-microarray', 'mathematical-modeling', 'metagenomics', 'phylogenetics-and-phylogenomics']"
163,"['The Littorina sequence database (LSD)--an online resource for genomic data.', '21707958']","['entrez', 'gwas', 'information', 'ncbi', 'phenotype', 'ranked', 'retrieval', 'search', 'standardize']",information-extraction,"['dna-sequence-databases', 'gene-expression-microarray', 'information-extraction', 'peptide-databases', 'protein-interaction-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
164,"['SMARTCyp: A 2D Method for Prediction of Cytochrome P450-Mediated Drug Metabolism.', '24936230']","['antimicrobial', 'holds', 'hope', 'information', 'knowledgebase', 'patents', 'pertaining', 'prove', 'research', 'sg', 'star']",peptide-databases,"['dna-sequence-databases', 'information-extraction', 'peptide-databases', 'rna-transcription-databases']"
165,"['A mathematical model of antibody-dependent cellular cytotoxicity (ADCC).', '28970093']","['algorithms', 'disease', 'exome', 'functional', 'prediction', 'specific', 'variants']",whole-genome-resequencing,"['acgh-and-snp-microarray', 'rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
166,"['Novel base triples in RNA structures revealed by graph theoretical searching methods.', '22373013']","['accelerating', 'black', 'box', 'broader', 'clinic', 'drug', 'gained', 'highlighting', 'indication', 'indications', 'inform', 'new', 'repositioning', 'therapies']",protein-structure-analysis,"['dna-sequence-databases', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis']"
167,"['methylPipe and compEpiTools: a suite of R packages for the integrative analysis of epigenomics data.', '26415965']","['concept', 'constrained', 'cut', 'design', 'designs', 'given', 'intervention', 'knockout', 'manipulating', 'minimal', 'networks', 'objectives', 'optimal', 'particle', 'satisfying', 'stoichiometric', 'swarm']",metagenomics,"['acgh-and-snp-microarray', 'metagenomics', 'protein-interaction-analysis', 'rna-structure-analysis']"
168,"['TumorHoPe: a database of tumor homing peptides.', '22523575']","['atoms', 'containing', 'molecules', 'natural', 'organic', 'products', 'ring', 'systems']",dna-sequence-databases,"['dna-sequence-databases', 'genome-annotation2', 'information-extraction', 'metagenomics', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-structure-analysis', 'rna-transcription-databases']"
169,"['KORA-gen--resource for population genetics, controls and a broad spectrum of disease phenotypes.', '16032514']","['causes', 'change', 'diseases', 'generation', 'infer', 'multitude', 'obtain', 'position', 'svs', 'variations', 'various']",whole-exome-sequencing,"['acgh-and-snp-microarray', 'chip-seq', 'genome-annotation2', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'whole-exome-sequencing', 'whole-genome-resequencing']"
170,"['VarScan 2: somatic mutation and copy number alteration discovery in cancer by exome sequencing.', '22300766']","['data', 'designs', 'exchange', 'goals', 'parts', 'rdf', 'stack', 'synthetic']",rna-structure-analysis,"['dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'information-extraction', 'metagenomics', 'protein-interaction-analysis', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
171,"['Cycloquest: identification of cyclopeptides via database search of their mass spectra against genome databases.', '21851130']","['agnostic', 'design', 'dna', 'edition', 'libraries', 'platform', 'synthetic']",rna-structure-analysis,"['acgh-and-snp-microarray', 'gene-expression-microarray', 'laser-scanning-microscopy', 'mathematical-modeling', 'metagenomics', 'protein-structure-analysis', 'rna-structure-analysis']"
172,"['ArachnoServer 3.0: an online resource for automated discovery, analysis and annotation of spider toxins.', '29069336']","['block', 'blocks', 'canonical', 'combine', 'correlation', 'generalized', 'issue', 'regularized', 'usefulness', 'variables']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'genome-annotation2', 'metagenomics', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'rna-seq', 'single-cell-rna-seq', 'whole-genome-resequencing']"
173,"['Discovery of drug mode of action and drug repositioning from transcriptional responses.', '20679242']","['attributes', 'change', 'changes', 'university', 'users', 'visualization']",phylogenetics-and-phylogenomics,"['gene-expression-microarray', 'information-extraction', 'laser-scanning-microscopy', 'mathematical-modeling', 'metagenomics', 'phylogenetics-and-phylogenomics', 'protein-structure-analysis', 'whole-genome-resequencing']"
174,"['Mal-Lys: prediction of lysine malonylation sites in proteins integrated sequence-based features with mRMR feature selection.', '27910954']","['analysis', 'biases', 'burrows', 'contain', 'conventionally', 'heuristic', 'mapping', 'nucleotide', 'performed', 'polymorphism', 'proposed', 'read', 'redundant', 'short', 'snp', 'straightforward', 'transform', 'variation', 'wheeler']",whole-genome-resequencing,"['acgh-and-snp-microarray', 'chip-seq', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
175,"['KinSNP software for homozygosity mapping of disease genes using SNP microarrays.', '20846928']","['mode', 'modeling', 'python', 'rosetta', 'script']",protein-interaction-analysis,"['genome-annotation2', 'immunology', 'metagenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
176,"['miRDeep-P: a computational tool for analyzing the microRNA transcriptome in plants.', '21775303']","['arise', 'assumptions', 'differing', 'difficulties', 'finders', 'genomes', 'inherent', 'initiation', 'prokaryotic', 'starts', 'suboptimal']",genome-annotation2,"['acgh-and-snp-microarray', 'chip-seq', 'genome-annotation2', 'phylogenetics-and-phylogenomics', 'rna-seq', 'single-cell-rna-seq', 'whole-genome-resequencing']"
177,"['BroadPeak: a novel algorithm for identifying broad peaks in diffuse ChIP-seq datasets.', '23300134']","['alignment', 'alignments', 'annealing', 'failure', 'gibbs', 'motifs', 'stronger', 'technique', 'width']",whole-genome-resequencing,"['chip-seq', 'gene-expression-microarray', 'genome-annotation2', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq', 'whole-genome-resequencing']"
178,"['Combining genomic and network characteristics for extended capability in predicting synergistic drugs for cancer.', '26412466']","['alleles', 'antigenic', 'bind', 'binders', 'binding', 'coefficient', 'colored', 'deduced', 'dr', 'employing', 'graphical', 'hla', 'implement', 'interface', 'locating', 'mhc', 'peaks', 'promiscuous', 'regions', 'server', 'table', 'tool', 'visualized']",immunology,"['immunology', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-transcription-databases']"
179,"['DNAReplication: a database of information and resources for the eukaryotic DNA replication community.', '18931374']","['albeit', 'computational', 'diagnostics', 'efficiency', 'gpus', 'hiv', 'model', 'ngs', 'prediction', 'reach']",immunology,"['immunology', 'peptide-databases', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'whole-exome-sequencing']"
180,"['Succinct colored de Bruijn graphs.', '28200001']","['bear', 'motif', 'motifs', 'rna', 'secondary', 'structural', 'structure']",rna-seq,"['chip-seq', 'rna-seq', 'rna-structure-analysis']"
181,"['PATIKAweb: a Web interface for analyzing biological pathways through advanced querying and visualization.', '16287939']","['combinations', 'community', 'compound', 'dose', 'foster', 'methods', 'renewed', 'silico', 'successes', 'synergistic']",protein-structure-analysis,"['dna-sequence-databases', 'gene-expression-microarray', 'immunology', 'metagenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'single-cell-rna-seq']"
182,"['DBGET/LinkDB: an integrated database retrieval system.', '9697222']","['data', 'digital', 'ecological', 'genetic', 'metagenomic', 'sets']",phylogenetics-and-phylogenomics,"['chip-seq', 'gene-expression-microarray', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'whole-exome-sequencing', 'whole-genome-resequencing']"
183,"['METAXA2: improved identification and taxonomic classification of small and large subunit rRNA in metagenomic data.', '25732605']","['aligning', 'divide', 'folding', 'heuristics', 'memory', 'ncrnas', 'pre']",rna-structure-analysis,"['genome-annotation2', 'phylogenetics-and-phylogenomics', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
184,"['Predicting the insurgence of human genetic diseases associated to single point protein mutations with support vector machines and evolutionary information.', '16895930']","['accumulation', 'calls', 'cgh', 'coherent', 'copy', 'demand', 'emergence', 'gains', 'genomic', 'handling', 'instability', 'losses', 'measuring', 'offering', 'progression', 'scans', 'segmentation', 'track', 'unified']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'whole-exome-sequencing']"
185,"['Exploring Biomolecular Literature with EVEX: Connecting Genes through Events, Homology, and Indirect Associations.', '22719757']","['autodock', 'evidenced', 'placed', 'players', 'randomly', 'vmd', 'water']",protein-structure-analysis,"['dna-sequence-databases', 'genome-annotation2', 'immunology', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases']"
186,"['X13CMS: global tracking of isotopic labels in untargeted metabolomics.', '24397582']","['affinity', 'binding', 'ii', 'instance', 'mhc', 'peptides', 'predicting']",immunology,"['immunology', 'peptide-databases', 'rna-seq', 'rna-transcription-databases']"
187,"['InverPep: A database of invertebrate antimicrobial peptides.', '27888793']","['approaches', 'bind', 'bioinformatics', 'immunologists', 'immunology', 'info', 'mhc', 'peptides', 'predicting', 'problem', 'respectively', 'situation', 'tackled']",immunology,"['gene-expression-microarray', 'immunology', 'peptide-databases', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases']"
188,"['PhyloBLAST: facilitating phylogenetic analysis of BLAST results.', '11301315']","['authors', 'leukemia', 'ordering', 'samples', 'temporal', 'tree', 'tumor']",phylogenetics-and-phylogenomics,"['acgh-and-snp-microarray', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
189,"['CAMPR3: a database on sequences, structures and signatures of antimicrobial peptides.', '26467475']","['bottleneck', 'computation', 'cope', 'easily', 'especially', 'homologous', 'hundreds', 'improvements', 'like', 'marker', 'meet', 'millions', 'msas', 'needed', 'numbers', 'produce', 'publicly', 'requirements', 'ribosomal', 'rrna', 'sequences', 'thousands']",mathematical-modeling,"['acgh-and-snp-microarray', 'genome-annotation2', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
190,"['Bellerophontes: an RNA-Seq data analysis framework for chimeric transcripts discovery based on accurate fusion model.', '22711792']","['16s', 'clustering', 'heuristic', 'metagenomic', 'otus', 'rrna', 'seed', 'sequences']",mathematical-modeling,['mathematical-modeling']
191,"['ASD v3.0: unraveling allosteric regulation with structural mechanisms and biological networks.', '26365237']","['challenges', 'characteristics', 'chip', 'cofactors', 'datasets', 'discovery', 'factor', 'fail', 'motif', 'motifs', 'opportunities', 'report', 'tf']",chip-seq,"['chip-seq', 'protein-interaction-analysis']"
192,"['Large-scale extraction of gene interactions from full-text literature using DeepDive.', '26338771']","['age', 'asia', 'burden', 'cardiovascular', 'care', 'chronic', 'death', 'diabetes', 'diabetic', 'disease', 'examined', 'independently', 'kidney', 'min', 'ml', 'premature', 'sectional', 'survey']",laser-scanning-microscopy,"['immunology', 'laser-scanning-microscopy', 'peptide-databases', 'protein-interaction-analysis', 'rna-transcription-databases', 'whole-exome-sequencing']"
193,"['Piphillin: Improved Prediction of Metagenomic Content by Direct Inference from Human Microbiomes.', '27820856']","['account', 'alignments', 'characterized', 'classes', 'conserved', 'constructed', 'detectable', 'indispensable', 'little', 'multiple', 'necessity', 'reliable', 'rna', 'secondary', 'shared', 'subsequent', 'taken']",rna-structure-analysis,"['genome-annotation2', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
194,"['NeuronGrowth, a software for automatic quantification of neurite and filopodial dynamics from time-lapse sequences of digital images.', '21913334']","['amounts', 'biological', 'coverage', 'difficult', 'distinguish', 'errors', 'generation', 'low', 'produces', 'sequencing', 'true', 'variation', 'vast']",mathematical-modeling,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'genome-annotation2', 'mathematical-modeling', 'whole-exome-sequencing', 'whole-genome-resequencing']"
195,"['EC-BLAST: a tool to automatically search and compare enzyme reactions.', '24412978']","['abstracts', 'approaches', 'exponential', 'literature', 'manage', 'methods', 'mining', 'occurred', 'ppis', 'rarely']",dna-sequence-databases,"['dna-sequence-databases', 'information-extraction', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases']"
196,"['Analysis of microRNA transcriptome by deep sequencing of small RNA libraries of peripheral blood.', '20459673']","['cell', 'cells', 'contrast', 'equally', 'fluorescent', 'fluorescently', 'imaged', 'interference', 'lapse', 'tracking']",laser-scanning-microscopy,"['gene-expression-microarray', 'laser-scanning-microscopy', 'single-cell-rna-seq']"
197,"['ClinData Express--a metadata driven clinical research data management system for secondary use of clinical data.', '23304327']","['evaluates', 'favor', 'features', 'follows', 'interacting', 'interaction', 'pairs', 'protein', 'proteins', 'query', 'server', 'structural']",protein-interaction-analysis,"['genome-annotation2', 'immunology', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
198,"['MATLIGN: a motif clustering, comparison and matching tool.', '17559640']","['clusters', 'frame', 'frameshift', 'frameshifts', 'genes', 'prokaryotic', 'transitions']",rna-transcription-databases,"['dna-sequence-databases', 'genome-annotation2', 'information-extraction', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'rna-structure-analysis', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
199,"['CompleteMOTIFs: DNA motif discovery platform for transcription factor binding experiments.', '21183585']","['ddbj', 'nucleotide', 'sequence', 'sra']",whole-genome-resequencing,"['chip-seq', 'dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'information-extraction', 'peptide-databases', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-exome-sequencing', 'whole-genome-resequencing']"
200,"['Searching molecular structure databases with tandem mass spectra using CSI:FingerID.', '26392543']","['diagnose', 'diagnostic', 'diseases', 'engines', 'failures', 'interesting', 'medical', 'orphan', 'rare', 'scattered', 'search', 'successes', 'symptoms', 'treatments', 'web']",whole-exome-sequencing,"['dna-sequence-databases', 'information-extraction', 'laser-scanning-microscopy', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-transcription-databases', 'whole-exome-sequencing', 'whole-genome-resequencing']"
201,"['MTG2: an efficient algorithm for multivariate linear mixed model analysis based on genomic information.', '26755623']","['cell', 'database', 'delivering', 'id', 'peptide', 'peptides', 'therapeutic', 'uptake']",peptide-databases,"['immunology', 'peptide-databases']"
202,"['Using RNA-Seq to Discover Genetic Polymorphisms That Produce Hidden Splice Variants.', '28766294']","['affinity', 'alleles', 'antigenic', 'bind', 'binders', 'high', 'mhc', 'mutations', 'peptides', 'promiscuous']",immunology,"['immunology', 'peptide-databases', 'rna-transcription-databases']"
203,"['MINT: a Molecular INTeraction database.', '11911893']","['application', 'digital', 'documents', 'enable', 'examines', 'library', 'literature', 'users']",dna-sequence-databases,"['dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'information-extraction', 'whole-genome-resequencing']"
204,"['A statistical approach for detecting genomic aberrations in heterogeneous tumor samples from single nucleotide polymorphism genotyping data.', '20858232']","['chromosome', 'chromosomes', 'delineate', 'fish', 'images', 'localization', 'nucleus', 'stimuli']",laser-scanning-microscopy,"['acgh-and-snp-microarray', 'chip-seq', 'laser-scanning-microscopy', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
205,"['Jane: a new tool for the cophylogeny reconstruction problem.', '20181081']","['annotation', 'bioinformatics', 'biological', 'developed', 'environment', 'high', 'hosted', 'integrated', 'locally', 'performance', 'platform', 'provides', 'research', 'server', 'structure', 'taxonomy']",gene-expression-microarray,"['dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'information-extraction', 'peptide-databases', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
206,"['Repulsive parallel MCMC algorithm for discovering diverse motifs from large sequence sets.', '25583120']","['aligned', 'answer', 'bioconductor', 'export', 'extends', 'intervals', 'leverage', 'multitude', 'operates', 'package', 'questions', 'reads', 'users', 'visualise']",whole-genome-resequencing,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'genome-annotation2', 'information-extraction', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
207,"['Direct Testing for Allele-Specific Expression Differences Between Conditions.', '29167272']","['databases', 'interaction', 'interactions', 'metabolite', 'pathway']",protein-interaction-analysis,"['dna-sequence-databases', 'information-extraction', 'metagenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-transcription-databases', 'whole-genome-resequencing']"
208,"['F2C2: a fast tool for the computation of flux coupling in genome-scale metabolic networks.', '22524245']","['advanced', 'announce', 'evolutionary', 'gui', 'implements', 'inference', 'mega', 'phylogeny', 'version']",phylogenetics-and-phylogenomics,"['gene-expression-microarray', 'phylogenetics-and-phylogenomics', 'protein-structure-analysis', 'whole-genome-resequencing']"
209,"['OligoWiz 2.0--integrating sequence feature annotation into the design of microarray probes.', '15980547']","['affinity', 'binding', 'chip', 'enrichment', 'factor', 'meme', 'motif', 'positional', 'seq', 'vivo']",chip-seq,"['chip-seq', 'protein-interaction-analysis', 'rna-seq']"
210,"['BoolNet--an R package for generation, reconstruction and analysis of Boolean networks.', '20378558']","['algorithm', 'anchored', 'bp', 'discovers', 'ends', 'exome', 'indels', 'mappings', 'mbp', 'missed', 'polymorphic', 'processed', 'pseudogenes', 'structural', 'subsequences', 'variants']",whole-exome-sequencing,"['acgh-and-snp-microarray', 'whole-exome-sequencing', 'whole-genome-resequencing']"
211,"['Phylowood: interactive web-based animations of biogeographic and phylogeographic histories.', '24191071']","['ab', 'affinity', 'antibody', 'antigen', 'cam', 'engineering', 'escape', 'mutations', 'predict']",immunology,"['immunology', 'protein-structure-analysis', 'rna-structure-analysis', 'rna-transcription-databases']"
212,"['CyMATE: a new tool for methylation analysis of plant genomic DNA after bisulphite sequencing.', '17559516']","['community', 'interface', 'life', 'programmatic', 'providers', 'service', 'services', 'web']",gene-expression-microarray,"['dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'information-extraction', 'protein-interaction-analysis', 'rna-transcription-databases']"
213,"['Using the tools and resources of the RCSB protein data bank.', '18428680']","['barley', 'cytogenetic', 'fish', 'flow', 'fluorescence', 'fragments', 'genomic', 'large', 'sequences', 'situ', 'species', 'unassembled']",laser-scanning-microscopy,"['acgh-and-snp-microarray', 'chip-seq', 'laser-scanning-microscopy', 'mathematical-modeling', 'peptide-databases', 'phylogenetics-and-phylogenomics', 'rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
214,"['MSA-PAD: DNA multiple sequence alignment framework based on PFAM accessed domain information.', '25819080']","['causal', 'coexpression', 'genomic', 'humans', 'indirectly', 'integrative', 'interactions', 'lines', 'locations', 'mutations', 'pathological', 'physical', 'physicians', 'prioritize', 'processes']",whole-exome-sequencing,"['chip-seq', 'dna-sequence-databases', 'information-extraction', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
215,"['Breaking good resolutions with ARP/wARP.', '14646134']","['attribute', 'branch', 'concatenated', 'demands', 'divergences', 'evolutionary', 'focuses', 'impractical', 'lengths', 'memory', 'phylogenetic', 'phylogeny', 'reconstruct']",phylogenetics-and-phylogenomics,"['mathematical-modeling', 'phylogenetics-and-phylogenomics']"
216,"['CoP: a database for characterizing co-expressed gene modules with biological information in plants.', '20305269']","['acid', 'base', 'bases', 'helical', 'interacting', 'nucleic', 'nucleotides', 'pair', 'parameters', 'server', 'structures', 'user']",rna-seq,"['genome-annotation2', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis']"
217,"['Accurate and reliable high-throughput detection of copy number variation in the human genome.', '17122085']","['affect', 'assumptions', 'cancer', 'conclusions', 'data', 'disease', 'driven', 'epigenomic', 'independence', 'inefficient', 'integrative', 'outcome', 'perturbations', 'perturbed', 'progression', 'types']",rna-seq,"['acgh-and-snp-microarray', 'chip-seq', 'dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
218,"['Normalization of Illumina Infinium whole-genome SNP data improves copy number estimates and allelic intensity ratios.', '18831757']","['coarse', 'grained', 'mini', 'native', 'prediction', 'rosetta']",peptide-databases,"['genome-annotation2', 'immunology', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
219,"['Propagating semantic information in biochemical network models.', '22289386']","['antigens', 'block', 'blocks', 'cell', 'conserved', 'entropy', 'epitope', 'epitopes', 'mer', 'peptides']",rna-transcription-databases,"['immunology', 'peptide-databases', 'rna-transcription-databases', 'whole-genome-resequencing']"
220,"['The STRING database in 2017: quality-controlled protein-protein association networks, made broadly accessible.', '27924014']","['analysis', 'example', 'motility', 'objects', 'programs']",laser-scanning-microscopy,"['gene-expression-microarray', 'laser-scanning-microscopy', 'metagenomics', 'protein-interaction-analysis', 'single-cell-rna-seq']"
221,"['An R package to analyse LC/MS metabolomic data: MAIT (Metabolite Automatic Identification Toolkit).', '24642061']","['imaging', 'mitochondrial', 'mtdna', 'replication', 'situ']",laser-scanning-microscopy,"['acgh-and-snp-microarray', 'chip-seq', 'laser-scanning-microscopy', 'protein-interaction-analysis', 'rna-transcription-databases', 'single-cell-rna-seq']"
222,"[""'RE:fine drugs': an interactive dashboard to access drug repurposing opportunities."", '27189611']","['affinity', 'epitopes', 'immunogenicity', 'mhc', 'peptide', 'stability', 'stable']",immunology,"['immunology', 'rna-transcription-databases']"
223,"['CMfinder--a covariance model based RNA motif finding algorithm.', '16357030']","['conditions', 'coverage', 'field', 'ground', 'growth', 'images', 'pcc', 'phenotyping', 'pixel', 'ratio', 'segmentation']",rna-transcription-databases,"['acgh-and-snp-microarray', 'laser-scanning-microscopy', 'metagenomics', 'whole-exome-sequencing']"
224,"['ADaCGH2: parallelized analysis of (big) CNA data.', '24532724']","['dynamics', 'field', 'imaging', 'labeled', 'monomers', 'network']",laser-scanning-microscopy,"['laser-scanning-microscopy', 'metagenomics', 'protein-interaction-analysis', 'single-cell-rna-seq']"
225,"['CP-CHARM: segmentation-free image classification made accessible.', '26817459']","['accessibility', 'annotation', 'binding', 'function', 'hydrophobicity', 'matrices', 'method', 'percentage', 'prediction', 'propensities', 'proteomes', 'rna', 'train']",rna-seq,"['genome-annotation2', 'immunology', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
226,"['RNAfbinv: an interactive Java application for fragment-based design of RNA sequences.', '23975763']","['alter', 'antibiotics', 'beta', 'catalytic', 'distant', 'metric', 'mutations', 'plasmid', 'residues', 'resistance', 'robustly', 'subtle', 'theoretic', 'threat']",protein-structure-analysis,"['dna-sequence-databases', 'genome-annotation2', 'peptide-databases', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-structure-analysis', 'whole-exome-sequencing', 'whole-genome-resequencing']"
227,"['Improved and Promising Identification of Human MicroRNAs by Incorporating a High-quality Negative Set.', '24216114']","['allele', 'cancer', 'cna', 'deriving', 'discovering', 'exome', 'frequencies', 'log', 'purity', 'ratios', 'skin']",whole-exome-sequencing,"['acgh-and-snp-microarray', 'whole-exome-sequencing']"
228,"['The reactive metabolite target protein database (TPDB)--a web-accessible resource.', '17367530']","['absent', 'blast', 'case', 'coordinate', 'letters', 'masked', 'pdb', 'residues', 'section', 'sequence']",protein-structure-analysis,"['genome-annotation2', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
229,"['PSORTdb: expanding the bacteria and archaea protein subcellular localization database to better reflect diversity in cell envelope structures.', '26602691']","['achieves', 'amplifications', 'arm', 'array', 'breakpoint', 'cgh', 'concepts', 'effective', 'gains', 'ignored', 'inclusion', 'incorporating', 'segmentation', 'verified']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'laser-scanning-microscopy', 'whole-exome-sequencing']"
230,"['Regularized estimation of large-scale gene association networks using graphical Gaussian models.', '19930695']","['absence', 'abundance', 'analysis', 'apparent', 'formally', 'metabolite', 'metabolomics', 'mixture', 'non', 'portion', 'quantified', 'samples', 'targeted']",metagenomics,"['chip-seq', 'mathematical-modeling', 'metagenomics', 'rna-seq', 'whole-exome-sequencing']"
231,"['GBSA: a comprehensive software for analysing whole genome bisulfite sequencing data.', '23268441']","['appropriate', 'automatic', 'bioinformatic', 'construction', 'dna', 'fragments', 'frames', 'hybridization', 'length', 'microarray', 'orfs', 'pcr', 'primers', 'reading', 'situations', 'studying', 'tool', 'using']",chip-seq,"['acgh-and-snp-microarray', 'chip-seq', 'mathematical-modeling', 'protein-interaction-analysis', 'rna-seq']"
232,"['WND-CHARM: Multi-purpose image classification using compound image transforms.', '18958301']","['antigenic', 'choose', 'creating', 'epitope', 'lengths', 'mhc', 'necessarily', 'predicted', 'server', 'situation', 'subunit', 'tuberculosis', 'utmost', 'vaccine', 'variable']",peptide-databases,"['immunology', 'peptide-databases', 'rna-transcription-databases']"
233,"['SerpentinaDB: a database of plant-derived molecules of Rauvolfia serpentina.', '26238452']","['annotation', 'continuously', 'given', 'microarray', 'probe', 'transcript']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'dna-sequence-databases', 'genome-annotation2', 'rna-seq', 'rna-transcription-databases', 'whole-exome-sequencing', 'whole-genome-resequencing']"
234,"['dCLIP: a computational approach for comparative CLIP-seq analyses.', '24398258']","['analysis', 'constructed', 'databases', 'enrichment', 'expression', 'gene', 'integrated', 'micrornas', 'regulatory', 'server', 'signatures']",rna-transcription-databases,"['chip-seq', 'dna-sequence-databases', 'genome-annotation2', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
235,"['RESOPS: a database for analyzing the correspondence of RNA editing sites to protein three-dimensional structures.', '19808808']","['alterations', 'binary', 'cancer', 'copy', 'dna', 'line', 'number', 'segmentation']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'whole-exome-sequencing']"
236,"['AntiAngioPred: A Server for Prediction of Anti-Angiogenic Peptides.', '26335203']","['clustering', 'microbial', 'otus', 'tags']",mathematical-modeling,['mathematical-modeling']
